Season,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Attend.,Arena
2022,"Wed, Dec 1, 2021",Houston Rockets,114,Oklahoma City Thunder,110,13222,Paycom Center
2022,"Wed, Dec 1, 2021",Sacramento Kings,124,Los Angeles Clippers,115,17217,Crypto.com Arena
2022,"Thu, Dec 2, 2021",Chicago Bulls,119,New York Knicks,115,19812,Madison Square Garden (IV)
2022,"Thu, Dec 2, 2021",Milwaukee Bucks,93,Toronto Raptors,97,19800,Scotiabank Arena
2022,"Thu, Dec 2, 2021",Oklahoma City Thunder,79,Memphis Grizzlies,152,13103,FedEx Forum
2022,"Thu, Dec 2, 2021",Detroit Pistons,103,Phoenix Suns,114,0,Phoenix Suns Arena
2022,"Thu, Dec 2, 2021",San Antonio Spurs,114,Portland Trail Blazers,83,16143,Moda Center
2022,"Fri, Dec 3, 2021",Miami Heat,113,Indiana Pacers,104,13854,Gainbridge Fieldhouse
2022,"Fri, Dec 3, 2021",Cleveland Cavaliers,116,Washington Wizards,101,17227,Capital One Arena
2022,"Fri, Dec 3, 2021",Philadelphia 76ers,98,Atlanta Hawks,96,17092,State Farm Arena
2022,"Fri, Dec 3, 2021",Minnesota Timberwolves,105,Brooklyn Nets,110,17732,Barclays Center
2022,"Fri, Dec 3, 2021",Orlando Magic,116,Houston Rockets,118,13697,Toyota Center
2022,"Fri, Dec 3, 2021",New Orleans Pelicans,107,Dallas Mavericks,91,19218,American Airlines Center
2022,"Fri, Dec 3, 2021",Boston Celtics,130,Utah Jazz,137,18306,Vivint Smart Home Arena
2022,"Fri, Dec 3, 2021",Phoenix Suns,96,Golden State Warriors,118,18064,Chase Center
2022,"Fri, Dec 3, 2021",Los Angeles Clippers,119,Los Angeles Lakers,115,18997,Crypto.com Arena
2022,"Sat, Dec 4, 2021",Denver Nuggets,113,New York Knicks,99,18272,Madison Square Garden (IV)
2022,"Sat, Dec 4, 2021",Chicago Bulls,111,Brooklyn Nets,107,18116,Barclays Center
2022,"Sat, Dec 4, 2021",Miami Heat,102,Milwaukee Bucks,124,17341,Fiserv Forum
2022,"Sat, Dec 4, 2021",Memphis Grizzlies,97,Dallas Mavericks,90,19396,American Airlines Center
2022,"Sat, Dec 4, 2021",San Antonio Spurs,112,Golden State Warriors,107,18064,Chase Center
2022,"Sat, Dec 4, 2021",Boston Celtics,145,Portland Trail Blazers,117,18193,Moda Center
2022,"Sat, Dec 4, 2021",Los Angeles Clippers,99,Sacramento Kings,104,15004,Golden 1 Center
2022,"Sun, Dec 5, 2021",Utah Jazz,109,Cleveland Cavaliers,108,18113,Rocket Mortgage Fieldhouse
2022,"Sun, Dec 5, 2021",Charlotte Hornets,130,Atlanta Hawks,127,16383,State Farm Arena
2022,"Sun, Dec 5, 2021",Washington Wizards,90,Toronto Raptors,102,19800,Scotiabank Arena
2022,"Sun, Dec 5, 2021",New Orleans Pelicans,108,Houston Rockets,118,14771,Toyota Center
2022,"Mon, Dec 6, 2021",Philadelphia 76ers,127,Charlotte Hornets,124,14462,Spectrum Center
2022,"Mon, Dec 6, 2021",Oklahoma City Thunder,114,Detroit Pistons,103,10522,Little Caesars Arena
2022,"Mon, Dec 6, 2021",Washington Wizards,110,Indiana Pacers,116,12581,Gainbridge Fieldhouse
2022,"Mon, Dec 6, 2021",Memphis Grizzlies,105,Miami Heat,90,19600,FTX Arena
2022,"Mon, Dec 6, 2021",Denver Nuggets,97,Chicago Bulls,109,21236,United Center
2022,"Mon, Dec 6, 2021",Cleveland Cavaliers,104,Milwaukee Bucks,112,17341,Fiserv Forum
2022,"Mon, Dec 6, 2021",Atlanta Hawks,121,Minnesota Timberwolves,110,15736,Target Center
2022,"Mon, Dec 6, 2021",San Antonio Spurs,104,Phoenix Suns,108,15292,Phoenix Suns Arena
2022,"Mon, Dec 6, 2021",Orlando Magic,95,Golden State Warriors,126,18064,Chase Center
2022,"Mon, Dec 6, 2021",Los Angeles Clippers,102,Portland Trail Blazers,90,15865,Moda Center
2022,"Tue, Dec 7, 2021",Brooklyn Nets,102,Dallas Mavericks,99,19559,American Airlines Center
2022,"Tue, Dec 7, 2021",New York Knicks,121,San Antonio Spurs,109,14698,AT&T Center
2022,"Tue, Dec 7, 2021",Boston Celtics,102,Los Angeles Lakers,117,18997,Crypto.com Arena
2022,"Wed, Dec 8, 2021",Philadelphia 76ers,110,Charlotte Hornets,106,15709,Spectrum Center
2022,"Wed, Dec 8, 2021",Chicago Bulls,92,Cleveland Cavaliers,115,17707,Rocket Mortgage Fieldhouse
2022,"Wed, Dec 8, 2021",Washington Wizards,119,Detroit Pistons,116,10499,Little Caesars Arena
2022,"Wed, Dec 8, 2021",New York Knicks,102,Indiana Pacers,122,13167,Gainbridge Fieldhouse
2022,"Wed, Dec 8, 2021",Milwaukee Bucks,104,Miami Heat,113,19600,FTX Arena
2022,"Wed, Dec 8, 2021",Oklahoma City Thunder,110,Toronto Raptors,109,19800,Scotiabank Arena
2022,"Wed, Dec 8, 2021",Brooklyn Nets,104,Houston Rockets,114,15834,Toyota Center
2022,"Wed, Dec 8, 2021",Dallas Mavericks,104,Memphis Grizzlies,96,14025,FedEx Forum
2022,"Wed, Dec 8, 2021",Utah Jazz,136,Minnesota Timberwolves,104,15181,Target Center
2022,"Wed, Dec 8, 2021",Denver Nuggets,120,New Orleans Pelicans,114,15035,Smoothie King Center
2022,"Wed, Dec 8, 2021",Portland Trail Blazers,94,Golden State Warriors,104,18064,Chase Center
2022,"Wed, Dec 8, 2021",Orlando Magic,130,Sacramento Kings,142,14364,Golden 1 Center
2022,"Wed, Dec 8, 2021",Boston Celtics,111,Los Angeles Clippers,114,17064,Crypto.com Arena
2022,"Thu, Dec 9, 2021",Utah Jazz,118,Philadelphia 76ers,96,20272,Wells Fargo Center
2022,"Thu, Dec 9, 2021",Los Angeles Lakers,95,Memphis Grizzlies,108,16334,FedEx Forum
2022,"Thu, Dec 9, 2021",Denver Nuggets,111,San Antonio Spurs,123,12855,AT&T Center
2022,"Fri, Dec 10, 2021",Sacramento Kings,123,Charlotte Hornets,124,16335,Spectrum Center
2022,"Fri, Dec 10, 2021",Dallas Mavericks,93,Indiana Pacers,106,12618,Gainbridge Fieldhouse
2022,"Fri, Dec 10, 2021",Brooklyn Nets,113,Atlanta Hawks,105,17074,State Farm Arena
2022,"Fri, Dec 10, 2021",New York Knicks,87,Toronto Raptors,90,19800,Scotiabank Arena
2022,"Fri, Dec 10, 2021",Milwaukee Bucks,123,Houston Rockets,114,16319,Toyota Center
2022,"Fri, Dec 10, 2021",Cleveland Cavaliers,123,Minnesota Timberwolves,106,15694,Target Center
2022,"Fri, Dec 10, 2021",Detroit Pistons,93,New Orleans Pelicans,109,15828,Smoothie King Center
2022,"Fri, Dec 10, 2021",Los Angeles Lakers,116,Oklahoma City Thunder,95,16523,Paycom Center
2022,"Fri, Dec 10, 2021",Boston Celtics,90,Phoenix Suns,111,17071,Phoenix Suns Arena
2022,"Sat, Dec 11, 2021",Orlando Magic,104,Los Angeles Clippers,106,17156,Crypto.com Arena
2022,"Sat, Dec 11, 2021",Utah Jazz,123,Washington Wizards,98,17575,Capital One Arena
2022,"Sat, Dec 11, 2021",Sacramento Kings,103,Cleveland Cavaliers,117,19432,Rocket Mortgage Fieldhouse
2022,"Sat, Dec 11, 2021",Houston Rockets,106,Memphis Grizzlies,113,17794,FedEx Forum
2022,"Sat, Dec 11, 2021",Chicago Bulls,92,Miami Heat,118,19731,FTX Arena
2022,"Sat, Dec 11, 2021",Golden State Warriors,93,Philadelphia 76ers,102,21016,Wells Fargo Center
2022,"Sat, Dec 11, 2021",Denver Nuggets,127,San Antonio Spurs,112,14607,AT&T Center
2022,"Sun, Dec 12, 2021",Milwaukee Bucks,112,New York Knicks,97,19812,Madison Square Garden (IV)
2022,"Sun, Dec 12, 2021",Brooklyn Nets,116,Detroit Pistons,104,15289,Little Caesars Arena
2022,"Sun, Dec 12, 2021",Dallas Mavericks,103,Oklahoma City Thunder,84,15747,Paycom Center
2022,"Sun, Dec 12, 2021",New Orleans Pelicans,97,San Antonio Spurs,112,14990,AT&T Center
2022,"Sun, Dec 12, 2021",Minnesota Timberwolves,116,Portland Trail Blazers,111,16591,Moda Center
2022,"Sun, Dec 12, 2021",Orlando Magic,94,Los Angeles Lakers,106,18997,Crypto.com Arena
2022,"Mon, Dec 13, 2021",Miami Heat,94,Cleveland Cavaliers,105,17401,Rocket Mortgage Fieldhouse
2022,"Mon, Dec 13, 2021",Golden State Warriors,102,Indiana Pacers,100,17018,Gainbridge Fieldhouse
2022,"Mon, Dec 13, 2021",Sacramento Kings,101,Toronto Raptors,124,19463,Scotiabank Arena
2022,"Mon, Dec 13, 2021",Houston Rockets,132,Atlanta Hawks,126,14456,State Farm Arena
2022,"Mon, Dec 13, 2021",Milwaukee Bucks,103,Boston Celtics,117,19156,TD Garden
2022,"Mon, Dec 13, 2021",Philadelphia 76ers,91,Memphis Grizzlies,126,13420,FedEx Forum
2022,"Mon, Dec 13, 2021",Charlotte Hornets,96,Dallas Mavericks,120,19213,American Airlines Center
2022,"Mon, Dec 13, 2021",Washington Wizards,107,Denver Nuggets,113,14632,Ball Arena
2022,"Mon, Dec 13, 2021",Phoenix Suns,95,Los Angeles Clippers,111,17909,Crypto.com Arena
2022,"Tue, Dec 14, 2021",Toronto Raptors,129,Brooklyn Nets,131,17325,Barclays Center
2022,"Tue, Dec 14, 2021",Golden State Warriors,105,New York Knicks,96,19812,Madison Square Garden (IV)
2022,"Tue, Dec 14, 2021",Phoenix Suns,111,Portland Trail Blazers,107,16184,Moda Center
2022,"Wed, Dec 15, 2021",Houston Rockets,89,Cleveland Cavaliers,124,17131,Rocket Mortgage Fieldhouse
2022,"Wed, Dec 15, 2021",Atlanta Hawks,111,Orlando Magic,99,13576,Amway Center
2022,"Wed, Dec 15, 2021",Miami Heat,101,Philadelphia 76ers,96,20389,Wells Fargo Center
2022,"Wed, Dec 15, 2021",Los Angeles Lakers,107,Dallas Mavericks,104,20270,American Airlines Center
2022,"Wed, Dec 15, 2021",Indiana Pacers,99,Milwaukee Bucks,114,17341,Fiserv Forum
2022,"Wed, Dec 15, 2021",New Orleans Pelicans,113,Oklahoma City Thunder,110,13253,Paycom Center
2022,"Wed, Dec 15, 2021",Charlotte Hornets,131,San Antonio Spurs,115,14354,AT&T Center
2022,"Wed, Dec 15, 2021",Minnesota Timberwolves,124,Denver Nuggets,107,15365,Ball Arena
2022,"Wed, Dec 15, 2021",Memphis Grizzlies,113,Portland Trail Blazers,103,15773,Moda Center
2022,"Wed, Dec 15, 2021",Washington Wizards,105,Sacramento Kings,119,13806,Golden 1 Center
2022,"Wed, Dec 15, 2021",Los Angeles Clippers,103,Utah Jazz,124,18306,Vivint Smart Home Arena
2022,"Thu, Dec 16, 2021",Detroit Pistons,113,Indiana Pacers,122,13596,Gainbridge Fieldhouse
2022,"Thu, Dec 16, 2021",Philadelphia 76ers,105,Brooklyn Nets,114,17053,Barclays Center
2022,"Thu, Dec 16, 2021",New York Knicks,116,Houston Rockets,103,13857,Toyota Center
2022,"Thu, Dec 16, 2021",Washington Wizards,98,Phoenix Suns,118,16177,Phoenix Suns Arena
2022,"Fri, Dec 17, 2021",Miami Heat,115,Orlando Magic,105,14103,Amway Center
2022,"Fri, Dec 17, 2021",Denver Nuggets,133,Atlanta Hawks,115,16114,State Farm Arena
2022,"Fri, Dec 17, 2021",Golden State Warriors,111,Boston Celtics,107,19156,TD Garden
2022,"Fri, Dec 17, 2021",Milwaukee Bucks,112,New Orleans Pelicans,116,15504,Smoothie King Center
2022,"Fri, Dec 17, 2021",San Antonio Spurs,128,Utah Jazz,126,18306,Vivint Smart Home Arena
2022,"Fri, Dec 17, 2021",Los Angeles Lakers,92,Minnesota Timberwolves,110,17136,Target Center
2022,"Fri, Dec 17, 2021",Charlotte Hornets,116,Portland Trail Blazers,125,18399,Moda Center
2022,"Fri, Dec 17, 2021",Memphis Grizzlies,124,Sacramento Kings,105,14659,Golden 1 Center
2022,"Sat, Dec 18, 2021",Houston Rockets,116,Detroit Pistons,107,13722,Little Caesars Arena
2022,"Sat, Dec 18, 2021",New York Knicks,107,Boston Celtics,114,19156,TD Garden
2022,"Sat, Dec 18, 2021",Orlando Magic,100,Brooklyn Nets,93,16292,Barclays Center
2022,"Sat, Dec 18, 2021",Golden State Warriors,100,Toronto Raptors,119,7988,Scotiabank Arena
2022,"Sat, Dec 18, 2021",Los Angeles Clippers,103,Oklahoma City Thunder,104,15123,Paycom Center
2022,"Sat, Dec 18, 2021",Cleveland Cavaliers,119,Milwaukee Bucks,90,17341,Fiserv Forum
2022,"Sat, Dec 18, 2021",Washington Wizards,109,Utah Jazz,103,18306,Vivint Smart Home Arena
2022,"Sun, Dec 19, 2021",Miami Heat,90,Detroit Pistons,100,15188,Little Caesars Arena
2022,"Sun, Dec 19, 2021",Portland Trail Blazers,105,Memphis Grizzlies,100,15977,FedEx Forum
2022,"Sun, Dec 19, 2021",San Antonio Spurs,114,Sacramento Kings,121,15091,Golden 1 Center
2022,"Sun, Dec 19, 2021",Los Angeles Lakers,110,Chicago Bulls,115,21560,United Center
2022,"Sun, Dec 19, 2021",Dallas Mavericks,105,Minnesota Timberwolves,111,16127,Target Center
2022,"Sun, Dec 19, 2021",Charlotte Hornets,106,Phoenix Suns,137,17071,Phoenix Suns Arena
2022,"Mon, Dec 20, 2021",Philadelphia 76ers,108,Boston Celtics,103,19156,TD Garden
2022,"Mon, Dec 20, 2021",Houston Rockets,118,Chicago Bulls,133,21150,United Center
2022,"Mon, Dec 20, 2021",Oklahoma City Thunder,102,Memphis Grizzlies,99,15721,FedEx Forum
2022,"Mon, Dec 20, 2021",Charlotte Hornets,102,Utah Jazz,112,18306,Vivint Smart Home Arena
2022,"Mon, Dec 20, 2021",Sacramento Kings,98,Golden State Warriors,113,18064,Chase Center
2022,"Mon, Dec 20, 2021",San Antonio Spurs,116,Los Angeles Clippers,92,18096,Crypto.com Arena
2022,"Tue, Dec 21, 2021",Indiana Pacers,96,Miami Heat,125,19600,FTX Arena
2022,"Tue, Dec 21, 2021",Detroit Pistons,91,New York Knicks,105,17906,Madison Square Garden (IV)
2022,"Tue, Dec 21, 2021",Portland Trail Blazers,97,New Orleans Pelicans,111,15272,Smoothie King Center
2022,"Tue, Dec 21, 2021",Minnesota Timberwolves,102,Dallas Mavericks,114,20056,American Airlines Center
2022,"Tue, Dec 21, 2021",Phoenix Suns,108,Los Angeles Lakers,90,18997,Crypto.com Arena
2022,"Wed, Dec 22, 2021",Orlando Magic,104,Atlanta Hawks,98,15299,State Farm Arena
2022,"Wed, Dec 22, 2021",Cleveland Cavaliers,101,Boston Celtics,111,19156,TD Garden
2022,"Wed, Dec 22, 2021",Houston Rockets,106,Milwaukee Bucks,126,17341,Fiserv Forum
2022,"Wed, Dec 22, 2021",Denver Nuggets,94,Oklahoma City Thunder,108,14932,Paycom Center
2022,"Wed, Dec 22, 2021",Los Angeles Clippers,105,Sacramento Kings,89,15386,Golden 1 Center
2022,"Thu, Dec 23, 2021",Houston Rockets,106,Indiana Pacers,118,15089,Gainbridge Fieldhouse
2022,"Thu, Dec 23, 2021",New Orleans Pelicans,110,Orlando Magic,104,13954,Amway Center
2022,"Thu, Dec 23, 2021",Atlanta Hawks,98,Philadelphia 76ers,96,20408,Wells Fargo Center
2022,"Thu, Dec 23, 2021",Detroit Pistons,112,Miami Heat,115,19600,FTX Arena
2022,"Thu, Dec 23, 2021",Washington Wizards,124,New York Knicks,117,18208,Madison Square Garden (IV)
2022,"Thu, Dec 23, 2021",Milwaukee Bucks,102,Dallas Mavericks,95,19654,American Airlines Center
2022,"Thu, Dec 23, 2021",Charlotte Hornets,115,Denver Nuggets,107,17003,Ball Arena
2022,"Thu, Dec 23, 2021",Oklahoma City Thunder,101,Phoenix Suns,113,17071,Phoenix Suns Arena
2022,"Thu, Dec 23, 2021",Minnesota Timberwolves,116,Utah Jazz,128,18306,Vivint Smart Home Arena
2022,"Thu, Dec 23, 2021",Memphis Grizzlies,104,Golden State Warriors,113,18064,Chase Center
2022,"Thu, Dec 23, 2021",San Antonio Spurs,138,Los Angeles Lakers,110,18997,Crypto.com Arena
2022,"Sat, Dec 25, 2021",Atlanta Hawks,87,New York Knicks,101,19812,Madison Square Garden (IV)
2022,"Sat, Dec 25, 2021",Boston Celtics,113,Milwaukee Bucks,117,17341,Fiserv Forum
2022,"Sat, Dec 25, 2021",Golden State Warriors,116,Phoenix Suns,107,17071,Phoenix Suns Arena
2022,"Sat, Dec 25, 2021",Brooklyn Nets,122,Los Angeles Lakers,115,18997,Crypto.com Arena
2022,"Sat, Dec 25, 2021",Dallas Mavericks,116,Utah Jazz,120,18306,Vivint Smart Home Arena
2022,"Sun, Dec 26, 2021",Orlando Magic,83,Miami Heat,93,19600,FTX Arena
2022,"Sun, Dec 26, 2021",Toronto Raptors,99,Cleveland Cavaliers,144,19432,Rocket Mortgage Fieldhouse
2022,"Sun, Dec 26, 2021",Memphis Grizzlies,127,Sacramento Kings,102,15685,Golden 1 Center
2022,"Sun, Dec 26, 2021",Philadelphia 76ers,117,Washington Wizards,96,16767,Capital One Arena
2022,"Sun, Dec 26, 2021",New Orleans Pelicans,112,Oklahoma City Thunder,117,15608,Paycom Center
2022,"Sun, Dec 26, 2021",Detroit Pistons,109,San Antonio Spurs,144,14715,AT&T Center
2022,"Sun, Dec 26, 2021",Indiana Pacers,105,Chicago Bulls,113,20475,United Center
2022,"Sun, Dec 26, 2021",Denver Nuggets,103,Los Angeles Clippers,100,17759,Crypto.com Arena
2022,"Mon, Dec 27, 2021",Houston Rockets,99,Charlotte Hornets,123,19349,Spectrum Center
2022,"Mon, Dec 27, 2021",Chicago Bulls,130,Atlanta Hawks,118,17049,State Farm Arena
2022,"Mon, Dec 27, 2021",Boston Celtics,103,Minnesota Timberwolves,108,15962,Target Center
2022,"Mon, Dec 27, 2021",Utah Jazz,110,San Antonio Spurs,104,16255,AT&T Center
2022,"Mon, Dec 27, 2021",Memphis Grizzlies,114,Phoenix Suns,113,17071,Phoenix Suns Arena
2022,"Mon, Dec 27, 2021",Dallas Mavericks,132,Portland Trail Blazers,117,18430,Moda Center
2022,"Mon, Dec 27, 2021",Brooklyn Nets,124,Los Angeles Clippers,108,17128,Crypto.com Arena
2022,"Tue, Dec 28, 2021",Milwaukee Bucks,127,Orlando Magic,110,16696,Amway Center
2022,"Tue, Dec 28, 2021",Washington Wizards,112,Miami Heat,119,19600,FTX Arena
2022,"Tue, Dec 28, 2021",Philadelphia 76ers,114,Toronto Raptors,109,6960,Scotiabank Arena
2022,"Tue, Dec 28, 2021",Los Angeles Lakers,132,Houston Rockets,123,18104,Toyota Center
2022,"Tue, Dec 28, 2021",New York Knicks,96,Minnesota Timberwolves,88,16339,Target Center
2022,"Tue, Dec 28, 2021",Cleveland Cavaliers,104,New Orleans Pelicans,108,15835,Smoothie King Center
2022,"Tue, Dec 28, 2021",Denver Nuggets,89,Golden State Warriors,86,18064,Chase Center
2022,"Tue, Dec 28, 2021",Oklahoma City Thunder,111,Sacramento Kings,117,14750,Golden 1 Center
2022,"Wed, Dec 29, 2021",New York Knicks,94,Detroit Pistons,85,18312,Little Caesars Arena
2022,"Wed, Dec 29, 2021",Charlotte Hornets,116,Indiana Pacers,108,17608,Gainbridge Fieldhouse
2022,"Wed, Dec 29, 2021",Los Angeles Clippers,91,Boston Celtics,82,19156,TD Garden
2022,"Wed, Dec 29, 2021",Atlanta Hawks,117,Chicago Bulls,131,21372,United Center
2022,"Wed, Dec 29, 2021",Los Angeles Lakers,99,Memphis Grizzlies,104,17794,FedEx Forum
2022,"Wed, Dec 29, 2021",Oklahoma City Thunder,97,Phoenix Suns,115,17071,Phoenix Suns Arena
2022,"Wed, Dec 29, 2021",Utah Jazz,120,Portland Trail Blazers,105,17828,Moda Center
2022,"Wed, Dec 29, 2021",Dallas Mavericks,94,Sacramento Kings,95,16071,Golden 1 Center
2022,"Thu, Dec 30, 2021",Philadelphia 76ers,110,Brooklyn Nets,102,17920,Barclays Center
2022,"Thu, Dec 30, 2021",Milwaukee Bucks,136,Orlando Magic,118,15855,Amway Center
2022,"Thu, Dec 30, 2021",Cleveland Cavaliers,93,Washington Wizards,110,15637,Capital One Arena
2022,"Fri, Dec 31, 2021",Phoenix Suns,108,Boston Celtics,123,19156,TD Garden
2022,"Fri, Dec 31, 2021",Chicago Bulls,108,Indiana Pacers,106,17515,Gainbridge Fieldhouse
2022,"Fri, Dec 31, 2021",Dallas Mavericks,112,Sacramento Kings,96,15833,Golden 1 Center
2022,"Fri, Dec 31, 2021",Miami Heat,120,Houston Rockets,110,16197,Toyota Center
2022,"Fri, Dec 31, 2021",Atlanta Hawks,121,Cleveland Cavaliers,118,17745,Rocket Mortgage Fieldhouse
2022,"Fri, Dec 31, 2021",Los Angeles Clippers,108,Toronto Raptors,116,0,Scotiabank Arena
2022,"Fri, Dec 31, 2021",San Antonio Spurs,105,Memphis Grizzlies,118,15412,FedEx Forum
2022,"Fri, Dec 31, 2021",New York Knicks,80,Oklahoma City Thunder,95,16451,Paycom Center
2022,"Fri, Dec 31, 2021",Minnesota Timberwolves,108,Utah Jazz,120,18306,Vivint Smart Home Arena
2022,"Fri, Dec 31, 2021",Portland Trail Blazers,106,Los Angeles Lakers,139,18997,Crypto.com Arena
2022,"Sat, Jan 1, 2022",New Orleans Pelicans,113,Milwaukee Bucks,136,17341,Fiserv Forum
2022,"Sat, Jan 1, 2022",San Antonio Spurs,116,Detroit Pistons,117,18911,Little Caesars Arena
2022,"Sat, Jan 1, 2022",Chicago Bulls,120,Washington Wizards,119,19043,Capital One Arena
2022,"Sat, Jan 1, 2022",Los Angeles Clippers,120,Brooklyn Nets,116,17732,Barclays Center
2022,"Sat, Jan 1, 2022",Denver Nuggets,124,Houston Rockets,111,18055,Toyota Center
2022,"Sat, Jan 1, 2022",Golden State Warriors,123,Utah Jazz,116,18306,Vivint Smart Home Arena
2022,"Sun, Jan 2, 2022",New York Knicks,105,Toronto Raptors,120,0,Scotiabank Arena
2022,"Sun, Jan 2, 2022",Orlando Magic,111,Boston Celtics,116,19156,TD Garden
2022,"Sun, Jan 2, 2022",Indiana Pacers,104,Cleveland Cavaliers,108,17808,Rocket Mortgage Fieldhouse
2022,"Sun, Jan 2, 2022",Miami Heat,113,Sacramento Kings,115,13699,Golden 1 Center
2022,"Sun, Jan 2, 2022",Phoenix Suns,133,Charlotte Hornets,99,19088,Spectrum Center
2022,"Sun, Jan 2, 2022",Dallas Mavericks,95,Oklahoma City Thunder,86,14751,Paycom Center
2022,"Sun, Jan 2, 2022",Minnesota Timberwolves,103,Los Angeles Lakers,108,18343,Crypto.com Arena
2022,"Mon, Jan 3, 2022",Houston Rockets,113,Philadelphia 76ers,133,20026,Wells Fargo Center
2022,"Mon, Jan 3, 2022",Charlotte Hornets,121,Washington Wizards,124,8902,Capital One Arena
2022,"Mon, Jan 3, 2022",Memphis Grizzlies,118,Brooklyn Nets,104,17089,Barclays Center
2022,"Mon, Jan 3, 2022",Orlando Magic,98,Chicago Bulls,102,20502,United Center
2022,"Mon, Jan 3, 2022",Detroit Pistons,115,Milwaukee Bucks,106,17341,Fiserv Forum
2022,"Mon, Jan 3, 2022",Utah Jazz,115,New Orleans Pelicans,104,15057,Smoothie King Center
2022,"Mon, Jan 3, 2022",Denver Nuggets,89,Dallas Mavericks,103,19767,American Airlines Center
2022,"Mon, Jan 3, 2022",Miami Heat,108,Golden State Warriors,115,18064,Chase Center
2022,"Mon, Jan 3, 2022",Atlanta Hawks,131,Portland Trail Blazers,136,15091,Moda Center
2022,"Mon, Jan 3, 2022",Minnesota Timberwolves,122,Los Angeles Clippers,104,15959,Crypto.com Arena
2022,"Tue, Jan 4, 2022",Memphis Grizzlies,110,Cleveland Cavaliers,106,18178,Rocket Mortgage Fieldhouse
2022,"Tue, Jan 4, 2022",San Antonio Spurs,104,Toronto Raptors,129,0,Scotiabank Arena
2022,"Tue, Jan 4, 2022",Indiana Pacers,94,New York Knicks,104,18449,Madison Square Garden (IV)
2022,"Tue, Jan 4, 2022",Phoenix Suns,123,New Orleans Pelicans,110,15158,Smoothie King Center
2022,"Tue, Jan 4, 2022",Sacramento Kings,114,Los Angeles Lakers,122,17919,Crypto.com Arena
2022,"Wed, Jan 5, 2022",Detroit Pistons,111,Charlotte Hornets,140,14427,Spectrum Center
2022,"Wed, Jan 5, 2022",Philadelphia 76ers,116,Orlando Magic,106,13116,Amway Center
2022,"Wed, Jan 5, 2022",Houston Rockets,114,Washington Wizards,111,13014,Capital One Arena
2022,"Wed, Jan 5, 2022",San Antonio Spurs,99,Boston Celtics,97,19156,TD Garden
2022,"Wed, Jan 5, 2022",Golden State Warriors,82,Dallas Mavericks,99,20441,American Airlines Center
2022,"Wed, Jan 5, 2022",Brooklyn Nets,129,Indiana Pacers,121,14176,Gainbridge Fieldhouse
2022,"Wed, Jan 5, 2022",Toronto Raptors,117,Milwaukee Bucks,111,17341,Fiserv Forum
2022,"Wed, Jan 5, 2022",Oklahoma City Thunder,90,Minnesota Timberwolves,98,14375,Target Center
2022,"Wed, Jan 5, 2022",Utah Jazz,115,Denver Nuggets,109,14056,Ball Arena
2022,"Wed, Jan 5, 2022",Miami Heat,115,Portland Trail Blazers,109,15773,Moda Center
2022,"Wed, Jan 5, 2022",Atlanta Hawks,108,Sacramento Kings,102,13104,Golden 1 Center
2022,"Thu, Jan 6, 2022",Boston Celtics,105,New York Knicks,108,17529,Madison Square Garden (IV)
2022,"Thu, Jan 6, 2022",Detroit Pistons,88,Memphis Grizzlies,118,12983,FedEx Forum
2022,"Thu, Jan 6, 2022",Golden State Warriors,96,New Orleans Pelicans,101,15986,Smoothie King Center
2022,"Thu, Jan 6, 2022",Los Angeles Clippers,89,Phoenix Suns,106,17071,Phoenix Suns Arena
2022,"Fri, Jan 7, 2022",San Antonio Spurs,100,Philadelphia 76ers,119,20265,Wells Fargo Center
2022,"Fri, Jan 7, 2022",Milwaukee Bucks,121,Brooklyn Nets,109,17732,Barclays Center
2022,"Fri, Jan 7, 2022",Utah Jazz,108,Toronto Raptors,122,0,Scotiabank Arena
2022,"Fri, Jan 7, 2022",Washington Wizards,122,Chicago Bulls,130,21700,United Center
2022,"Fri, Jan 7, 2022",Dallas Mavericks,130,Houston Rockets,106,15238,Toyota Center
2022,"Fri, Jan 7, 2022",Minnesota Timberwolves,135,Oklahoma City Thunder,105,14874,Paycom Center
2022,"Fri, Jan 7, 2022",Sacramento Kings,111,Denver Nuggets,121,15966,Ball Arena
2022,"Fri, Jan 7, 2022",Atlanta Hawks,118,Los Angeles Lakers,134,18997,Crypto.com Arena
2022,"Fri, Jan 7, 2022",Cleveland Cavaliers,114,Portland Trail Blazers,101,16708,Moda Center
2022,"Sat, Jan 8, 2022",Memphis Grizzlies,123,Los Angeles Clippers,108,17936,Crypto.com Arena
2022,"Sat, Jan 8, 2022",Milwaukee Bucks,106,Charlotte Hornets,114,19139,Spectrum Center
2022,"Sat, Jan 8, 2022",Orlando Magic,92,Detroit Pistons,97,18644,Little Caesars Arena
2022,"Sat, Jan 8, 2022",Utah Jazz,113,Indiana Pacers,125,13160,Gainbridge Fieldhouse
2022,"Sat, Jan 8, 2022",New York Knicks,75,Boston Celtics,99,19156,TD Garden
2022,"Sat, Jan 8, 2022",Miami Heat,123,Phoenix Suns,100,17071,Phoenix Suns Arena
2022,"Sun, Jan 9, 2022",San Antonio Spurs,119,Brooklyn Nets,121,15606,Barclays Center
2022,"Sun, Jan 9, 2022",Atlanta Hawks,93,Los Angeles Clippers,106,14836,Crypto.com Arena
